time,latitude,longitude,depth,mag,magNst,rms,id,updated,place
2020-05-21T09:39:26.304Z,38.1385,-118.0089,6.4,2.6,10,0.1487,nn00730178,2020-08-08T18:17:46.040Z,"64km W of Tonopah, Nevada"
2020-05-21T09:08:37.420Z,38.1933,-117.9645,0.8,2.5,,0.29,nn00730163,2020-08-08T18:17:46.040Z,"64km WNW of Tonopah, Nevada"
2020-05-21T08:49:30.090Z,38.1423,-117.9662,8.9,2.5,,0.09,nn00730152,2020-08-08T18:17:46.040Z,"66km W of Tonopah, Nevada"
2020-05-21T07:06:19.937Z,38.2188,-117.7835,8.3,2.8,9,0.1515,nn00730080,2020-08-08T18:17:46.040Z,"50km WNW of Tonopah, Nevada"
2020-05-21T06:55:33.840Z,38.157,-117.9647,13.2,2.5,,0.11,nn00730072,2020-08-08T18:17:46.040Z,"65km W of Tonopah, Nevada"
2020-05-21T06:39:26.715Z,38.1716,-117.7646,5.7,2.7,6,0.1476,nn00730063,2020-08-08T18:17:46.040Z,"48km WNW of Tonopah, Nevada"
2020-05-21T06:37:18.905Z,38.1972,-117.7262,6.4,3.2,10,0.1727,nn00730059,2020-08-08T18:17:46.040Z,"45km WNW of Tonopah, Nevada"
2020-05-21T05:50:21.001Z,38.2127,-117.7864,7.3,2.6,8,0.1495,nn00730022,2020-08-08T18:17:45.040Z,"52km WNW of Tonopah, Nevada"
2020-05-21T05:40:26.430Z,44.9945,-123.8481667,44.29,2.55,12,0.23,uw61617807,2020-08-08T18:17:47.040Z,"2km SE of Rose Lodge, Oregon"
2020-05-21T05:00:56.886Z,38.1848,-117.8896,6.6,3.1,10,0.1544,nn00729996,2020-08-08T18:17:45.040Z,"58km WNW of Tonopah, Nevada"
2020-05-21T04:21:25.107Z,38.1649,-117.8982,10,2.5,88,0.72,us70009m9a,2020-08-08T18:17:45.040Z,"31 km SE of Mina, Nevada"
2020-05-21T03:26:01.440Z,38.1738,-118.1333,0.2,2.5,,0.11,nn00729928,2020-08-08T18:17:45.040Z,"56km SE of Hawthorne, Nevada"
2020-05-21T02:37:42.630Z,38.1852,-117.7428,7.6,2.7,,0.11,nn00729898,2020-08-08T18:17:45.040Z,"48km WNW of Tonopah, Nevada"
2020-05-21T02:28:21.828Z,44.2664,-115.1651,10,2.5,26,0.69,us70009m7k,2020-08-08T18:17:45.040Z,"18 km WNW of Stanley, Idaho"
2020-05-21T02:20:41.000Z,38.2247,-117.7905,2.9,2.6,,0.06,nn00729892,2020-08-08T18:17:45.040Z,"53km WNW of Tonopah, Nevada"
2020-05-21T01:27:19.136Z,38.1633,-117.9711,10,2.5,58,0.62,us70009m6k,2020-08-08T18:17:45.040Z,"27 km SSE of Mina, Nevada"
2020-05-21T01:18:58.182Z,38.2014,-117.7252,9.8,2.6,5,0.1235,nn00729852,2020-08-08T18:17:45.040Z,"45km WNW of Tonopah, Nevada"
2020-05-21T00:53:52.710Z,38.2145,-117.7842,7.2,3,7,0.1404,nn00729837,2020-08-08T18:17:45.040Z,"49km WNW of Tonopah, Nevada"
2020-05-21T00:11:46.583Z,38.1531,-117.8601,5.6,3,12,0.2109,nn00729812,2020-08-08T18:17:45.040Z,"54km W of Tonopah, Nevada"
2020-05-21T00:05:42.516Z,44.2589,-115.0576,10,2.6,44,1.19,us70009m5a,2020-08-08T18:17:45.040Z,"10 km WNW of Stanley, Idaho"
2020-05-20T23:29:00.921Z,38.1305,-118.0637,6.9,3,10,0.2335,nn00729788,2020-08-08T18:17:45.040Z,"65km SE of Hawthorne, Nevada"
2020-05-20T22:30:17.430Z,38.1615,-117.925,6.5,2.7,,0.17,nn00729755,2020-08-08T18:17:45.040Z,"62km WNW of Tonopah, Nevada"
2020-05-20T21:17:32.827Z,38.2163,-117.754,2.41,2.8,84,0.79,us70009m1t,2020-10-01T23:23:23.305Z,"36 km ESE of Mina, Nevada"
2020-05-20T21:07:00.694Z,38.1925,-117.7344,7.5,3.4,9,0.1539,nn00729693,2020-08-08T18:17:44.040Z,"45km WNW of Tonopah, Nevada"
2020-05-20T20:35:23.620Z,38.1527,-117.974,14.7,2.5,,0.23,nn00729665,2020-08-08T18:17:44.040Z,"67km SE of Hawthorne, Nevada"
2020-05-20T20:33:09.124Z,38.2333,-117.7867,7,2.9,6,0.1481,nn00729662,2020-08-08T18:17:44.040Z,"53km WNW of Tonopah, Nevada"
2020-05-20T20:19:14.648Z,38.1855,-117.7417,8,3.4,9,0.1423,nn00729653,2020-08-08T18:17:44.040Z,"46km WNW of Tonopah, Nevada"
2020-05-20T20:17:43.046Z,38.2041,-117.732,8.2,2.6,7,0.2906,nn00729650,2020-08-08T18:17:44.040Z,"38 km ESE of Mina, Nevada"
2020-05-20T20:01:40.549Z,38.1441,-118.009,8.9,2.6,10,0.2624,nn00729641,2020-08-08T18:17:44.040Z,"28 km SSE of Mina, Nevada"
2020-05-20T18:38:06.936Z,38.207,-117.7314,9.7,3.5,6,0.1363,nn00729592,2020-08-08T18:17:44.040Z,"45km WNW of Tonopah, Nevada"
2020-05-20T17:35:17.940Z,38.2029,-117.7329,4.4,2.6,6,0.1614,nn00729560,2020-08-08T18:17:44.040Z,Nevada
2020-05-20T16:47:10.854Z,38.1858,-117.9665,3.3,2.9,5,0.209,nn00729538,2020-08-08T18:17:44.040Z,"25 km SSE of Mina, Nevada"
2020-05-20T16:40:56.400Z,35.7031667,-117.497,8.96,3.58,4,0.16,ci39208391,2020-08-24T09:26:34.370Z,"11km SW of Searles Valley, CA"
2020-05-20T16:37:37.556Z,38.1622,-117.9639,2.1,2.9,5,0.2133,nn00729530,2020-08-08T18:17:44.040Z,"28 km SSE of Mina, Nevada"
2020-05-20T16:35:25.175Z,38.1511,-117.9786,11.7,3.1,7,0.1237,nn00729525,2020-08-08T18:17:43.040Z,"66km W of Tonopah, Nevada"
2020-05-20T16:23:20.031Z,38.1927,-117.7397,6.4,2.6,6,0.2112,nn00729514,2020-08-08T18:17:43.040Z,"39 km SE of Mina, Nevada"
2020-05-20T16:19:37.333Z,38.1873,-117.7349,7.7,3.4,7,0.1256,nn00729511,2020-08-08T18:17:43.040Z,"44km WNW of Tonopah, Nevada"
2020-05-20T15:49:49.279Z,38.1599,-117.9569,6.2,3.6,7,0.1269,nn00729488,2020-08-08T18:17:43.040Z,"64km W of Tonopah, Nevada"
2020-05-20T15:39:36.261Z,38.1588,-117.9558,5.7,3.4,8,0.1932,nn00729475,2020-08-08T18:17:43.040Z,"63km W of Tonopah, Nevada"
2020-05-20T15:19:16.755Z,38.1729,-117.7936,12.1,3.3,5,0.1664,nn00729463,2020-08-08T18:17:43.040Z,"49km WNW of Tonopah, Nevada"
2020-05-20T14:44:29.420Z,38.1992,-117.7515,11,3.4,7,0.145,nn00729441,2020-08-08T18:17:43.040Z,"47km WNW of Tonopah, Nevada"
2020-05-20T13:57:21.863Z,38.1958,-117.7536,11,3.3,4,0.1697,nn00729412,2020-08-08T18:17:43.040Z,"45km WNW of Tonopah, Nevada"
2020-05-20T13:56:34.850Z,38.2123,-117.7518,5.3,2.5,5,0.2114,nn00729408,2020-08-08T18:17:43.040Z,"36 km ESE of Mina, Nevada"
2020-05-20T13:54:34.020Z,38.1688,-117.932,3.9,2.8,3,0.2228,nn00729404,2020-08-08T18:17:43.040Z,"29 km SSE of Mina, Nevada"
2020-05-20T13:39:54.479Z,38.159,-118.0607,6.9,2.9,4,0.1386,nn00729392,2020-08-08T18:17:43.040Z,"26 km S of Mina, Nevada"
2020-05-20T13:34:55.234Z,38.1978,-117.7504,9.3,3.3,7,0.1472,nn00729383,2020-08-08T18:17:43.040Z,"47km WNW of Tonopah, Nevada"
2020-05-20T13:12:29.226Z,38.2041,-117.744,11.1,2.5,3,0.2092,nn00729366,2020-08-08T18:17:43.040Z,"38 km ESE of Mina, Nevada"
2020-05-20T12:59:28.104Z,38.2204,-117.7898,6.5,2.7,6,0.1926,nn00729354,2020-08-08T18:17:42.040Z,"52km WNW of Tonopah, Nevada"
2020-05-20T12:52:07.923Z,38.209,-117.7394,8,3.3,7,0.1447,nn00729347,2020-08-08T18:17:42.040Z,"46km WNW of Tonopah, Nevada"
2020-05-20T12:41:59.837Z,38.2047,-117.7442,7.7,3.2,7,0.1616,nn00729339,2020-08-08T18:17:42.040Z,"48km WNW of Tonopah, Nevada"
2020-05-20T12:40:37.017Z,38.2092,-117.7431,3.5,2.7,3,0.1622,nn00729337,2020-08-08T18:17:42.040Z,"48km WNW of Tonopah, Nevada"
2020-05-20T12:38:37.405Z,38.2073,-117.7592,5.71,4.3,36,1.13,us6000a0ze,2020-08-08T18:17:33.040Z,"36 km ESE of Mina, Nevada"
2020-05-20T12:36:53.447Z,38.2012,-117.7453,11.7,5,4,0.1674,nn00729332,2020-08-09T10:22:23.139Z,"46km WNW of Tonopah, Nevada"
2020-05-20T11:22:37.466Z,38.2125,-117.7888,7.6,2.6,4,0.2051,nn00729288,2020-08-08T18:17:42.040Z,"34 km SE of Mina, Nevada"
2020-05-20T10:41:31.892Z,38.1791,-117.8352,5.4,3.4,8,0.2166,nn00729376,2020-05-21T02:19:18.549Z,"54km WNW of Tonopah, Nevada"
2020-05-20T10:41:31.298Z,38.1826,-117.8248,3.93,3.1,78,0.32,us70009liu,2020-08-08T18:17:42.040Z,"33 km SE of Mina, Nevada"
2020-05-20T10:36:24.480Z,38.1295,-118.0575,7.6,2.6,,0.09,nn00729254,2020-08-08T18:17:41.040Z,"64km SE of Hawthorne, Nevada"
2020-05-20T10:00:26.857Z,38.1559,-118.0649,4.1,2.6,2,0.1004,nn00729231,2020-08-08T18:17:41.040Z,"26 km S of Mina, Nevada"
2020-05-20T09:47:49.570Z,38.1336,-118.0806,5.7,3.1,2,0.1514,nn00729220,2020-08-08T18:17:41.040Z,"64km SE of Hawthorne, Nevada"
2020-05-20T09:46:16.713Z,38.1351,-118.0676,7.1,4.1,9,0.1304,nn00729215,2020-08-08T18:17:41.040Z,"66km SE of Hawthorne, Nevada"
2020-05-20T09:45:46.555Z,38.1257,-118.0724,4.2,3.6,3,0.0777,nn00729217,2020-08-08T18:18:02.040Z,"65km SE of Hawthorne, Nevada"
2020-05-20T09:07:31.570Z,38.1641,-117.8484,5.2,2.8,12,0.2555,nn00729187,2020-08-08T18:17:41.040Z,"54km W of Tonopah, Nevada"
2020-05-20T07:45:21.998Z,38.1449,-117.9922,5.2,3.1,9,0.1593,nn00729141,2020-08-08T18:17:41.040Z,"65km W of Tonopah, Nevada"
2020-05-20T07:29:20.159Z,44.3417,-115.183,3.44,3.1,64,0.94,us70009lfb,2020-08-08T18:17:41.040Z,"23 km NW of Stanley, Idaho"
2020-05-20T06:44:27.905Z,38.1376,-118.0709,6.1,2.5,5,0.2224,nn00729098,2020-08-08T18:17:41.040Z,"28 km S of Mina, Nevada"
2020-05-20T06:35:50.063Z,38.1586,-117.9558,7.3,2.5,4,0.1688,nn00729093,2020-08-08T18:17:41.040Z,"29 km SSE of Mina, Nevada"
2020-05-20T06:29:00.120Z,38.1827,-117.7505,6,2.6,,0.09,nn00729088,2020-08-08T18:17:41.040Z,"45km WNW of Tonopah, Nevada"
2020-05-20T06:21:53.848Z,38.1786,-117.9838,3.3,2.9,2,0.1185,nn00764537,2020-08-08T18:17:40.040Z,"25 km SSE of Mina, Nevada"
2020-05-20T06:21:37.558Z,38.1706,-117.987,4.2,2.6,4,0.1768,nn00729080,2020-08-08T18:17:41.040Z,"26 km SSE of Mina, Nevada"
2020-05-20T06:11:40.402Z,38.1403,-117.8793,7.4,3.1,8,0.1634,nn00729077,2020-08-08T18:17:41.040Z,"54km W of Tonopah, Nevada"
2020-05-20T05:31:49.934Z,44.2871,-115.2467,11.43,2.5,30,1.2,us70009ldt,2020-08-08T18:17:41.040Z,"25 km WNW of Stanley, Idaho"
2020-05-20T05:25:39.914Z,38.159,-117.9627,8.1,3.3,14,0.2248,nn00729041,2020-08-08T18:17:41.040Z,"62km WNW of Tonopah, Nevada"
2020-05-20T05:25:02.170Z,38.1795,-117.927,12,2.6,,0.07,nn00729040,2020-08-08T18:17:41.040Z,"62km WNW of Tonopah, Nevada"
2020-05-20T04:56:06.703Z,38.1306,-118.0665,5.8,2.8,5,0.1266,nn00729027,2020-08-08T18:17:41.040Z,"64km SE of Hawthorne, Nevada"
2020-05-20T04:55:28.405Z,38.1585,-118.0539,6.6,2.5,2,0.1019,nn00729025,2020-08-08T18:17:41.040Z,"26 km S of Mina, Nevada"
2020-05-20T04:29:56.840Z,38.1635,-117.8702,6.6,2.5,,0.14,nn00729015,2020-08-08T18:17:41.040Z,"57km W of Tonopah, Nevada"
2020-05-20T03:49:57.905Z,38.1255,-118.0627,5.5,3.9,8,0.1803,nn00728983,2020-08-08T18:17:40.040Z,"66km SE of Hawthorne, Nevada"
2020-05-20T03:49:21.308Z,38.1348,-118.0632,7.3,2.9,10,0.138,nn00728979,2020-08-08T18:17:40.040Z,"64km SE of Hawthorne, Nevada"
2020-05-20T03:35:08.918Z,38.1293,-118.0955,10,2.7,92,0.85,us70009lcf,2020-08-08T18:17:40.040Z,"29 km S of Mina, Nevada"
2020-05-20T03:13:49.191Z,38.1373,-118.0667,7.1,4,5,0.1152,nn00728954,2020-08-08T18:17:40.040Z,"64km SE of Hawthorne, Nevada"
2020-05-20T03:13:22.662Z,38.1564,-118.0066,4.5,2.9,7,0.1581,nn00728955,2020-08-08T18:17:40.040Z,"66km SE of Hawthorne, Nevada"
2020-05-20T03:04:24.162Z,38.1657,-117.8561,5.7,3.3,6,0.1562,nn00728945,2020-08-08T18:17:40.040Z,"54km WNW of Tonopah, Nevada"
2020-05-20T02:42:09.197Z,38.1303,-118.0655,6.9,2.5,5,0.3189,nn00728938,2020-08-17T20:38:00.377Z,"29 km S of Mina, Nevada"
2020-05-20T02:21:31.200Z,38.1483,-117.9842,6.3,2.6,,0.13,nn00728924,2020-08-08T18:17:40.040Z,"68km SE of Hawthorne, Nevada"
2020-05-20T01:54:46.945Z,38.1642,-117.9859,5,2.6,4,0.2075,nn00728905,2020-08-10T19:08:16.326Z,"27 km SSE of Mina, Nevada"
2020-05-20T01:44:34.677Z,38.1906,-117.8669,7.8,3.4,9,0.1817,nn00728896,2020-08-08T18:17:40.040Z,"58km WNW of Tonopah, Nevada"
2020-05-20T00:34:20.860Z,38.1925,-117.8547,10.2,2.5,,0.11,nn00728860,2020-08-08T18:17:40.040Z,"57km WNW of Tonopah, Nevada"
2020-05-19T22:54:00.222Z,41.2687,-117.0394,6.83,3.1,78,0.5,us70009l7x,2020-08-02T00:28:00.040Z,"48 km ESE of Paradise Valley, Nevada"
2020-05-19T22:12:45.639Z,38.1755,-117.8535,8.1,4.6,10,0.1864,nn00728819,2020-08-02T00:28:00.040Z,"53km WNW of Tonopah, Nevada"
2020-05-19T21:56:51.402Z,38.1954,-117.8767,7.7,2.5,3,0.1472,nn00735487,2020-08-02T00:28:00.040Z,"58km WNW of Tonopah, Nevada"
2020-05-19T21:48:54.278Z,38.152,-117.8774,7.2,3.4,3,0.1266,nn00735484,2020-08-02T00:28:01.040Z,"57km W of Tonopah, Nevada"
2020-05-19T20:29:32.055Z,38.1644,-117.8618,6.6,2.6,3,0.1641,nn00733288,2020-08-02T00:28:02.040Z,"56km WNW of Tonopah, Nevada"
2020-05-19T19:59:19.152Z,38.1429,-118.0315,5.4,2.5,2,0.1782,nn00731652,2020-08-02T00:28:02.040Z,"66km SE of Hawthorne, Nevada"
2020-05-19T19:42:45.984Z,38.1551,-117.9898,5.4,2.6,2,0.1407,nn00731639,2020-08-02T00:28:03.040Z,"67km W of Tonopah, Nevada"
2020-05-19T18:01:59.200Z,38.1755,-117.9033,5.5,3.1,7,0.1401,nn00728804,2020-08-02T00:28:04.040Z,"60km WNW of Tonopah, Nevada"
2020-05-19T16:16:55.152Z,38.1679,-117.8396,6.4,2.5,4,0.1211,nn00728764,2020-08-02T00:28:06.040Z,"54km WNW of Tonopah, Nevada"
2020-05-19T16:13:09.880Z,38.1764,-117.8467,5.3,2.7,2,0.1325,nn00728759,2020-08-02T00:28:06.040Z,"54km WNW of Tonopah, Nevada"
2020-05-19T16:11:09.062Z,38.1518,-117.985,11.9,2.5,5,0.1157,nn00728754,2020-08-02T00:28:07.040Z,"66km W of Tonopah, Nevada"
2020-05-19T16:02:56.211Z,38.1843,-117.7433,10.1,2.5,4,0.1055,nn00728750,2020-08-02T00:28:07.040Z,"46km WNW of Tonopah, Nevada"
2020-05-19T15:58:31.620Z,40.4538333,-124.562,23.64,4.17,3,0.14,nc73390316,2020-08-24T12:07:28.053Z,"28km WNW of Petrolia, CA"
2020-05-19T14:50:23.562Z,38.1853,-117.84,8.7,2.6,7,0.1323,nn00728719,2020-08-02T00:28:09.040Z,"55km WNW of Tonopah, Nevada"
2020-05-19T13:21:34.610Z,38.1681,-117.9551,4.8,3.3,2,0.1934,nn00728682,2020-08-02T00:28:10.040Z,"62km WNW of Tonopah, Nevada"
2020-05-19T13:19:16.177Z,44.2233,-115.0828,10,2.6,34,0.74,us70009ksq,2020-08-02T00:28:10.040Z,"11 km W of Stanley, Idaho"
2020-05-19T12:29:37.198Z,38.1794,-117.7974,10.2,2.7,7,0.1356,nn00728661,2020-08-02T00:28:11.040Z,"50km WNW of Tonopah, Nevada"
2020-05-19T10:58:43.114Z,38.1776,-117.7921,8.4,4,7,0.1299,nn00728633,2020-08-02T00:28:14.040Z,"51km WNW of Tonopah, Nevada"
2020-05-19T10:42:17.839Z,38.2098,-117.7966,10.1,3.1,4,0.1188,nn00728620,2020-08-02T00:28:14.040Z,"51km WNW of Tonopah, Nevada"
2020-05-19T10:36:37.706Z,38.1591,-117.859,6.8,3.7,9,0.18,nn00728614,2020-08-02T00:28:14.040Z,"53km WNW of Tonopah, Nevada"
2020-05-19T10:19:26.770Z,40.3033333,-124.0283333,28.95,2.6,39,0.15,nc73390081,2020-08-02T00:28:15.040Z,"22km E of Petrolia, CA"
2020-05-19T09:48:50.239Z,38.1368,-118.0631,6.3,3.9,9,0.1572,nn00728581,2020-08-02T00:28:16.040Z,"64km SE of Hawthorne, Nevada"
2020-05-19T09:20:11.675Z,38.1299,-118.0659,7.6,3,6,0.186,nn00728557,2020-08-02T00:28:16.040Z,"64km SE of Hawthorne, Nevada"
2020-05-19T09:11:56.249Z,38.1313,-118.0676,6.4,2.9,8,0.1444,nn00728552,2020-08-02T00:28:17.040Z,"64km SE of Hawthorne, Nevada"
2020-05-19T09:08:33.875Z,38.1782,-117.8017,10.5,4.3,7,0.1638,nn00728546,2020-08-02T00:28:17.040Z,"52km WNW of Tonopah, Nevada"
2020-05-19T08:59:27.585Z,38.1594,-117.9933,5,2.8,4,0.17,nn00728540,2020-08-02T00:28:18.040Z,"66km W of Tonopah, Nevada"
2020-05-19T08:24:52.530Z,38.1469,-117.9882,11.5,2.9,5,0.1558,nn00728520,2020-08-02T00:28:19.040Z,"64km W of Tonopah, Nevada"
2020-05-19T07:15:39.270Z,32.4066667,-115.2175,9.9,3.16,73,0.41,ci39206855,2020-08-02T00:28:21.040Z,"6km NNW of Delta, B.C., MX"
2020-05-19T07:13:35.770Z,32.3895,-115.2146667,8.04,2.79,18,0.37,ci37445957,2020-08-02T00:28:21.040Z,"4km NNW of Delta, B.C., MX"
2020-05-19T07:13:09.300Z,32.4111667,-115.2208333,5.42,2.72,41,0.31,ci39206847,2020-08-02T00:28:21.040Z,"7km NNW of Delta, B.C., MX"
2020-05-19T07:03:20.263Z,38.2267,-117.7819,6.1,2.8,2,0.1016,nn00728470,2020-08-02T00:28:22.040Z,"53km WNW of Tonopah, Nevada"
2020-05-19T07:02:01.760Z,38.0541667,-118.7273333,6.99,3.28,31,0.05,nc73389911,2020-08-02T00:28:22.040Z,"30km SE of Bodie, CA"
2020-05-19T06:53:56.140Z,37.6385,-119.4155,9.97,2.82,43,0.07,nc73389906,2020-08-02T00:28:22.040Z,"18km SE of Yosemite Valley, CA"
2020-05-19T05:32:18.078Z,38.1609,-117.9305,6.7,2.8,11,0.2255,nn00728416,2020-08-02T00:28:24.040Z,"59km WNW of Tonopah, Nevada"
2020-05-19T05:01:33.673Z,38.1726,-117.8545,4.7,2.5,8,0.1777,nn00728403,2020-08-02T00:28:25.040Z,"55km WNW of Tonopah, Nevada"
2020-05-19T04:17:58.560Z,40.3961667,-124.6861667,23.07,2.59,31,0.13,nc73389791,2020-08-02T00:28:26.040Z,"35km WNW of Petrolia, CA"
2020-05-19T03:43:22.820Z,38.1443,-117.8902,8.2,3.5,14,0.2299,nn00728359,2020-08-02T00:28:27.040Z,"58km W of Tonopah, Nevada"
2020-05-19T02:55:07.475Z,38.1621,-117.9316,7,2.8,12,0.2363,nn00728346,2020-08-02T00:28:28.040Z,"63km W of Tonopah, Nevada"
2020-05-19T02:13:33.249Z,38.1567,-117.9561,6.7,3.4,13,0.2811,nn00728324,2020-08-02T00:28:29.040Z,"64km W of Tonopah, Nevada"
2020-05-19T00:09:39.034Z,38.1965,-117.7213,8.3,2.6,11,0.1852,nn00728277,2020-08-02T00:28:31.040Z,"47km WNW of Tonopah, Nevada"
2020-05-19T00:09:21.880Z,44.2026,-115.1575,10,2.5,36,0.95,us70009kwj,2020-08-02T00:28:31.040Z,"17 km W of Stanley, Idaho"
2020-05-18T23:40:51.091Z,38.1938,-117.7705,9.3,3,4,0.1432,nn00728264,2020-08-02T00:28:32.040Z,"50km WNW of Tonopah, Nevada"
2020-05-18T23:23:34.623Z,38.1551,-117.8646,5.6,3.4,5,0.1708,nn00728253,2020-08-02T00:28:33.040Z,"56km W of Tonopah, Nevada"
2020-05-18T23:22:42.630Z,36.4175,-121.0055,7.35,2.5,37,0.09,nc73389601,2020-08-02T00:28:33.040Z,"18km SE of Pinnacles, CA"
2020-05-18T22:54:43.980Z,38.2137,-117.7822,0.9,2.6,,0.13,nn00728237,2020-08-02T00:28:34.040Z,"51km WNW of Tonopah, Nevada"
2020-05-18T22:51:14.929Z,38.1785,-117.8433,4.9,2.6,7,0.1811,nn00728234,2020-08-02T00:28:34.040Z,"54km WNW of Tonopah, Nevada"
2020-05-18T22:38:21.883Z,38.2175,-117.7997,10,2.9,4,0.1431,nn00728229,2020-08-02T00:28:35.040Z,"52km WNW of Tonopah, Nevada"
2020-05-18T22:13:16.980Z,38.0968,-118.176,13.2,2.5,,0.15,nn00728223,2020-08-02T00:28:36.040Z,"64km SE of Hawthorne, Nevada"
2020-05-18T21:52:21.430Z,38.2255,-117.8128,6.9,2.6,,0.17,nn00728214,2020-08-02T00:28:36.040Z,"57km WNW of Tonopah, Nevada"
2020-05-18T21:51:01.467Z,38.1532,-117.9921,4.9,3.3,8,0.1304,nn00728210,2020-08-02T00:28:36.040Z,"67km W of Tonopah, Nevada"
2020-05-18T21:28:14.090Z,38.1672,-117.8523,4.6,2.7,,0.23,nn00728203,2020-08-02T00:28:36.040Z,"55km WNW of Tonopah, Nevada"
2020-05-18T21:02:32.690Z,33.583,-116.8151667,3.26,2.51,25,0.22,ci39206303,2020-08-02T00:28:37.040Z,"14km WNW of Anza, CA"
2020-05-18T20:21:36.240Z,38.1535,-117.949,2.2,2.5,,0.13,nn00728179,2020-08-02T00:28:37.040Z,"63km W of Tonopah, Nevada"
2020-05-18T19:49:41.080Z,38.0286667,-118.795,10.36,2.55,31,0.07,nc73389486,2020-08-02T00:28:38.040Z,"28km SE of Bodie, CA"
2020-05-18T19:47:18.025Z,38.1795,-117.8876,7.7,3.4,6,0.1627,nn00728170,2020-08-02T00:28:38.040Z,"57km WNW of Tonopah, Nevada"
2020-05-18T19:36:11.980Z,38.2273,-117.789,4.9,2.5,,0.12,nn00728166,2020-08-02T00:28:39.040Z,"52km WNW of Tonopah, Nevada"
2020-05-18T19:23:35.226Z,38.1613,-117.9244,7.1,3.1,7,0.1461,nn00728161,2020-08-02T00:28:39.040Z,"62km WNW of Tonopah, Nevada"
2020-05-18T19:13:49.968Z,38.1534,-117.868,6.8,3.4,6,0.1453,nn00728153,2020-08-02T00:28:40.040Z,"54km WNW of Tonopah, Nevada"
2020-05-18T19:13:00.560Z,38.1582,-117.8553,4.5,2.5,,0.16,nn00728152,2020-08-02T00:28:40.040Z,"54km WNW of Tonopah, Nevada"
2020-05-18T18:58:42.880Z,38.0978,-118.1083,9.1,2.6,,0.13,nn00728143,2020-08-02T00:28:40.040Z,"64km SE of Hawthorne, Nevada"
2020-05-18T18:55:20.316Z,38.2253,-117.8019,10,2.9,5,0.1577,nn00728139,2020-08-02T00:28:41.040Z,"52km WNW of Tonopah, Nevada"
2020-05-18T18:35:47.836Z,38.2222,-117.7908,5.6,3,4,0.139,nn00728129,2020-08-02T00:28:41.040Z,"54km WNW of Tonopah, Nevada"
2020-05-18T18:30:19.688Z,38.1423,-118.0471,6.2,3.4,8,0.175,nn00728122,2020-08-02T00:28:42.040Z,"64km SE of Hawthorne, Nevada"
2020-05-18T18:13:24.032Z,44.3744,-115.1908,16.59,2.9,50,0.2,us70009jxs,2020-08-02T00:28:42.040Z,"26 km NW of Stanley, Idaho"
2020-05-18T17:48:13.173Z,38.121,-118.0705,6.1,2.6,5,0.0924,nn00728112,2020-08-02T00:28:43.040Z,"64km SE of Hawthorne, Nevada"
2020-05-18T17:41:57.866Z,38.1846,-117.7411,10.5,3,6,0.1536,nn00728105,2020-08-02T00:28:43.040Z,"46km WNW of Tonopah, Nevada"
2020-05-18T17:30:39.610Z,38.1363,-117.982,6,2.5,,0.11,nn00728101,2020-08-02T00:28:43.040Z,"67km W of Tonopah, Nevada"
2020-05-18T16:16:57.032Z,44.2478,-115.0779,10,2.6,30,0.44,us70009jtx,2020-08-02T00:28:45.040Z,"11 km WNW of Stanley, Idaho"
2020-05-18T14:47:03.299Z,38.173,-117.9563,0,2.7,3,0.1469,nn00728069,2020-08-02T00:28:46.040Z,"65km WNW of Tonopah, Nevada"
2020-05-18T14:45:23.090Z,38.17,-117.8498,4.5,2.6,,0.14,nn00728068,2020-08-02T00:28:46.040Z,"55km WNW of Tonopah, Nevada"
2020-05-18T13:36:12.194Z,38.2101,-117.7613,5.4,2.7,5,0.1342,nn00728036,2020-08-02T00:28:47.040Z,"48km WNW of Tonopah, Nevada"
2020-05-18T13:03:02.246Z,38.1295,-118.0579,1.8,2.8,3,0.1124,nn00728023,2020-08-02T00:28:48.040Z,"64km SE of Hawthorne, Nevada"
2020-05-18T13:02:44.080Z,38.1907,-117.7465,8.1,3,,0.08,nn00728025,2020-08-02T00:28:48.040Z,"47km WNW of Tonopah, Nevada"
2020-05-18T12:58:21.707Z,38.1286,-117.998,3.2,2.6,6,0.1566,nn00728021,2020-08-02T00:28:49.040Z,"67km W of Tonopah, Nevada"
2020-05-18T12:28:08.682Z,38.2049,-117.7952,7.1,2.6,4,0.1029,nn00728010,2020-08-02T00:28:49.040Z,"52km WNW of Tonopah, Nevada"
2020-05-18T12:14:12.190Z,38.1258,-117.9553,7.7,2.5,,0.11,nn00728002,2020-08-02T00:28:50.040Z,"65km W of Tonopah, Nevada"
2020-05-18T11:31:32.197Z,44.3564,-114.9436,10,2.6,42,0.71,us70009jlp,2020-08-02T00:28:51.040Z,"15 km N of Stanley, Idaho"
2020-05-18T11:29:24.331Z,38.1881,-117.7362,10.6,3.3,3,0.1499,nn00728048,2020-08-02T00:28:51.040Z,"47km WNW of Tonopah, Nevada"
2020-05-18T11:26:58.019Z,38.1222,-118.0623,5.7,2.8,8,0.121,nn00727984,2020-08-02T00:28:52.040Z,"65km SE of Hawthorne, Nevada"
2020-05-18T10:07:15.230Z,38.1762,-117.9855,9.4,2.6,,0.12,nn00727954,2020-08-02T00:28:53.040Z,"68km SE of Hawthorne, Nevada"
